setting,regime,metric,seed,N,T,reject,overlap
GCM coarse,heavy_tail,typeI,80888,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80889,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80890,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80891,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80892,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80893,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80894,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80895,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80896,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80897,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80898,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80899,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80900,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80901,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80902,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80903,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80904,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80905,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80906,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80907,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80908,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80909,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80910,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80911,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80912,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80913,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80914,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80915,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80916,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80917,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80918,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80919,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80920,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80921,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80922,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80923,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80924,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80925,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80926,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80927,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80928,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80929,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80930,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80931,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80932,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80933,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80934,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80935,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80936,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80937,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80938,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80939,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80940,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80941,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80942,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80943,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80944,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80945,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80946,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80947,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80948,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80949,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80950,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80951,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80952,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80953,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80954,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80955,120,100,1,0.95
GCM coarse,heavy_tail,typeI,80956,120,100,0,0.95
GCM coarse,heavy_tail,typeI,80957,120,100,1,0.95
GCM coarse,heavy_tail,power,85808,120,100,1,0.95
GCM coarse,heavy_tail,power,85809,120,100,1,0.95
GCM coarse,heavy_tail,power,85810,120,100,1,0.95
GCM coarse,heavy_tail,power,85811,120,100,1,0.95
GCM coarse,heavy_tail,power,85812,120,100,1,0.95
GCM coarse,heavy_tail,power,85813,120,100,1,0.95
GCM coarse,heavy_tail,power,85814,120,100,1,0.95
GCM coarse,heavy_tail,power,85815,120,100,1,0.95
GCM coarse,heavy_tail,power,85816,120,100,1,0.95
GCM coarse,heavy_tail,power,85817,120,100,1,0.95
GCM coarse,heavy_tail,power,85818,120,100,1,0.95
GCM coarse,heavy_tail,power,85819,120,100,1,0.95
GCM coarse,heavy_tail,power,85820,120,100,1,0.95
GCM coarse,heavy_tail,power,85821,120,100,1,0.95
GCM coarse,heavy_tail,power,85822,120,100,1,0.95
GCM coarse,heavy_tail,power,85823,120,100,1,0.95
GCM coarse,heavy_tail,power,85824,120,100,1,0.95
GCM coarse,heavy_tail,power,85825,120,100,1,0.95
GCM coarse,heavy_tail,power,85826,120,100,1,0.95
GCM coarse,heavy_tail,power,85827,120,100,1,0.95
GCM coarse,heavy_tail,power,85828,120,100,1,0.95
GCM coarse,heavy_tail,power,85829,120,100,1,0.95
GCM coarse,heavy_tail,power,85830,120,100,1,0.95
GCM coarse,heavy_tail,power,85831,120,100,1,0.95
GCM coarse,heavy_tail,power,85832,120,100,1,0.95
GCM coarse,heavy_tail,power,85833,120,100,1,0.95
GCM coarse,heavy_tail,power,85834,120,100,1,0.95
GCM coarse,heavy_tail,power,85835,120,100,1,0.95
GCM coarse,heavy_tail,power,85836,120,100,1,0.95
GCM coarse,heavy_tail,power,85837,120,100,1,0.95
GCM coarse,heavy_tail,power,85838,120,100,1,0.95
GCM coarse,heavy_tail,power,85839,120,100,1,0.95
GCM coarse,heavy_tail,power,85840,120,100,1,0.95
GCM coarse,heavy_tail,power,85841,120,100,1,0.95
GCM coarse,heavy_tail,power,85842,120,100,1,0.95
GCM coarse,heavy_tail,power,85843,120,100,1,0.95
GCM coarse,heavy_tail,power,85844,120,100,1,0.95
GCM coarse,heavy_tail,power,85845,120,100,1,0.95
GCM coarse,heavy_tail,power,85846,120,100,1,0.95
GCM coarse,heavy_tail,power,85847,120,100,1,0.95
GCM coarse,heavy_tail,power,85848,120,100,1,0.95
GCM coarse,heavy_tail,power,85849,120,100,1,0.95
GCM coarse,heavy_tail,power,85850,120,100,1,0.95
GCM coarse,heavy_tail,power,85851,120,100,1,0.95
GCM coarse,heavy_tail,power,85852,120,100,1,0.95
GCM coarse,heavy_tail,power,85853,120,100,1,0.95
GCM coarse,heavy_tail,power,85854,120,100,1,0.95
GCM coarse,heavy_tail,power,85855,120,100,1,0.95
GCM coarse,heavy_tail,power,85856,120,100,1,0.95
GCM coarse,heavy_tail,power,85857,120,100,1,0.95
GCM coarse,heavy_tail,power,85858,120,100,1,0.95
GCM coarse,heavy_tail,power,85859,120,100,1,0.95
GCM coarse,heavy_tail,power,85860,120,100,1,0.95
GCM coarse,heavy_tail,power,85861,120,100,1,0.95
GCM coarse,heavy_tail,power,85862,120,100,1,0.95
GCM coarse,heavy_tail,power,85863,120,100,1,0.95
GCM coarse,heavy_tail,power,85864,120,100,1,0.95
GCM coarse,heavy_tail,power,85865,120,100,1,0.95
GCM coarse,heavy_tail,power,85866,120,100,1,0.95
GCM coarse,heavy_tail,power,85867,120,100,1,0.95
GCM coarse,heavy_tail,power,85868,120,100,1,0.95
GCM coarse,heavy_tail,power,85869,120,100,1,0.95
GCM coarse,heavy_tail,power,85870,120,100,1,0.95
GCM coarse,heavy_tail,power,85871,120,100,1,0.95
GCM coarse,heavy_tail,power,85872,120,100,1,0.95
GCM coarse,heavy_tail,power,85873,120,100,1,0.95
GCM coarse,heavy_tail,power,85874,120,100,1,0.95
GCM coarse,heavy_tail,power,85875,120,100,1,0.95
GCM coarse,heavy_tail,power,85876,120,100,1,0.95
GCM coarse,heavy_tail,power,85877,120,100,1,0.95
GCM coarse,heavy_tail,power,85878,120,100,1,0.95
GCM coarse,heavy_tail,power,85879,120,100,1,0.95
GCM coarse,heavy_tail,power,85880,120,100,1,0.95
GCM coarse,heavy_tail,power,85881,120,100,1,0.95
GCM coarse,heavy_tail,power,85882,120,100,1,0.95
GCM coarse,heavy_tail,power,85883,120,100,1,0.95
GCM coarse,heavy_tail,power,85884,120,100,1,0.95
GCM coarse,heavy_tail,power,85885,120,100,1,0.95
GCM coarse,heavy_tail,power,85886,120,100,1,0.95
GCM coarse,heavy_tail,power,85887,120,100,1,0.95
GCM coarse,heavy_tail,power,85888,120,100,1,0.95
GCM coarse,heavy_tail,power,85889,120,100,1,0.95
GCM coarse,heavy_tail,power,85890,120,100,1,0.95
GCM coarse,heavy_tail,power,85891,120,100,1,0.95
GCM coarse,heavy_tail,power,85892,120,100,1,0.95
GCM coarse,heavy_tail,power,85893,120,100,1,0.95
GCM coarse,heavy_tail,power,85894,120,100,1,0.95
GCM coarse,heavy_tail,power,85895,120,100,1,0.95
GCM coarse,heavy_tail,power,85896,120,100,1,0.95
GCM coarse,heavy_tail,power,85897,120,100,1,0.95
GCM coarse,heavy_tail,power,85898,120,100,1,0.95
GCM coarse,heavy_tail,power,85899,120,100,1,0.95
GCM coarse,heavy_tail,power,85900,120,100,1,0.95
GCM coarse,heavy_tail,power,85901,120,100,1,0.95
GCM coarse,heavy_tail,power,85902,120,100,1,0.95
GCM coarse,heavy_tail,power,85903,120,100,1,0.95
GCM coarse,heavy_tail,power,85904,120,100,1,0.95
GCM coarse,heavy_tail,power,85905,120,100,1,0.95
GCM coarse,heavy_tail,power,85906,120,100,1,0.95
GCM coarse,heavy_tail,power,85907,120,100,1,0.95
GCM coarse,heavy_tail,power,85908,120,100,1,0.95
GCM coarse,heavy_tail,power,85909,120,100,1,0.95
GCM coarse,heavy_tail,power,85910,120,100,1,0.95
GCM coarse,heavy_tail,power,85911,120,100,1,0.95
GCM coarse,heavy_tail,power,85912,120,100,1,0.95
GCM coarse,heavy_tail,power,85913,120,100,1,0.95
GCM coarse,heavy_tail,power,85914,120,100,1,0.95
GCM coarse,heavy_tail,power,85915,120,100,1,0.95
GCM coarse,heavy_tail,power,85916,120,100,1,0.95
GCM coarse,heavy_tail,power,85917,120,100,1,0.95
GCM coarse,heavy_tail,power,85918,120,100,1,0.95
GCM coarse,heavy_tail,power,85919,120,100,1,0.95
GCM coarse,heavy_tail,power,85920,120,100,1,0.95
GCM coarse,heavy_tail,power,85921,120,100,1,0.95
GCM coarse,heavy_tail,power,85922,120,100,1,0.95
GCM coarse,heavy_tail,power,85923,120,100,1,0.95
GCM coarse,heavy_tail,power,85924,120,100,1,0.95
GCM coarse,heavy_tail,power,85925,120,100,1,0.95
GCM coarse,heavy_tail,power,85926,120,100,1,0.95
GCM coarse,heavy_tail,power,85927,120,100,1,0.95
GCM coarse,heavy_tail,power,85928,120,100,1,0.95
GCM coarse,heavy_tail,power,85929,120,100,1,0.95
GCM coarse,heavy_tail,power,85930,120,100,1,0.95
GCM coarse,heavy_tail,power,85931,120,100,1,0.95
GCM coarse,heavy_tail,power,85932,120,100,1,0.95
GCM coarse,heavy_tail,power,85933,120,100,1,0.95
GCM coarse,heavy_tail,power,85934,120,100,1,0.95
GCM coarse,heavy_tail,power,85935,120,100,1,0.95
GCM coarse,heavy_tail,power,85936,120,100,1,0.95
GCM coarse,heavy_tail,power,85937,120,100,1,0.95
GCM coarse,heavy_tail,power,85938,120,100,1,0.95
GCM coarse,heavy_tail,power,85939,120,100,1,0.95
GCM coarse,heavy_tail,power,85940,120,100,1,0.95
GCM coarse,heavy_tail,power,85941,120,100,1,0.95
GCM coarse,heavy_tail,power,85942,120,100,1,0.95
GCM coarse,heavy_tail,power,85943,120,100,1,0.95
GCM coarse,heavy_tail,power,85944,120,100,1,0.95
GCM coarse,heavy_tail,power,85945,120,100,1,0.95
GCM coarse,heavy_tail,power,85946,120,100,1,0.95
GCM coarse,heavy_tail,power,85947,120,100,1,0.95
GCM coarse,heavy_tail,power,85948,120,100,1,0.95
GCM coarse,heavy_tail,power,85949,120,100,1,0.95
GCM coarse,heavy_tail,power,85950,120,100,1,0.95
GCM coarse,heavy_tail,power,85951,120,100,1,0.95
GCM coarse,heavy_tail,power,85952,120,100,1,0.95
GCM coarse,heavy_tail,power,85953,120,100,1,0.95
GCM coarse,heavy_tail,power,85954,120,100,1,0.95
GCM coarse,heavy_tail,power,85955,120,100,1,0.95
GCM coarse,heavy_tail,power,85956,120,100,1,0.95
GCM coarse,heavy_tail,power,85957,120,100,1,0.95
GCM fine,smooth,typeI,80808,120,100,0,0.5
GCM fine,smooth,typeI,80809,120,100,0,0.5
GCM fine,smooth,typeI,80810,120,100,0,0.5
GCM fine,smooth,typeI,80811,120,100,0,0.5
GCM fine,smooth,typeI,80812,120,100,0,0.5
GCM fine,smooth,typeI,80813,120,100,1,0.5
GCM fine,smooth,typeI,80814,120,100,0,0.5
GCM fine,smooth,typeI,80815,120,100,1,0.5
GCM fine,smooth,typeI,80816,120,100,0,0.5
GCM fine,smooth,typeI,80817,120,100,0,0.5
GCM fine,smooth,typeI,80818,120,100,0,0.5
GCM fine,smooth,typeI,80819,120,100,0,0.5
GCM fine,smooth,typeI,80820,120,100,0,0.5
GCM fine,smooth,typeI,80821,120,100,1,0.5
GCM fine,smooth,typeI,80822,120,100,0,0.5
GCM fine,smooth,typeI,80823,120,100,1,0.5
GCM fine,smooth,typeI,80824,120,100,0,0.5
GCM fine,smooth,typeI,80825,120,100,1,0.5
GCM fine,smooth,typeI,80826,120,100,1,0.5
GCM fine,smooth,typeI,80827,120,100,0,0.5
GCM fine,smooth,typeI,80828,120,100,0,0.5
GCM fine,smooth,typeI,80829,120,100,0,0.5
GCM fine,smooth,typeI,80830,120,100,0,0.5
GCM fine,smooth,typeI,80831,120,100,0,0.5
GCM fine,smooth,typeI,80832,120,100,0,0.5
GCM fine,smooth,typeI,80833,120,100,0,0.5
GCM fine,smooth,typeI,80834,120,100,0,0.5
GCM fine,smooth,typeI,80835,120,100,0,0.5
GCM fine,smooth,typeI,80836,120,100,0,0.5
GCM fine,smooth,typeI,80837,120,100,1,0.5
GCM fine,smooth,typeI,80838,120,100,0,0.5
GCM fine,smooth,typeI,80839,120,100,0,0.5
GCM fine,smooth,typeI,80840,120,100,0,0.5
GCM fine,smooth,typeI,80841,120,100,0,0.5
GCM fine,smooth,typeI,80842,120,100,0,0.5
GCM fine,smooth,typeI,80843,120,100,0,0.5
GCM fine,smooth,typeI,80844,120,100,1,0.5
GCM fine,smooth,typeI,80845,120,100,0,0.5
GCM fine,smooth,typeI,80846,120,100,0,0.5
GCM fine,smooth,typeI,80847,120,100,0,0.5
GCM fine,smooth,typeI,80848,120,100,0,0.5
GCM fine,smooth,typeI,80849,120,100,1,0.5
GCM fine,smooth,typeI,80850,120,100,0,0.5
GCM fine,smooth,typeI,80851,120,100,0,0.5
GCM fine,smooth,typeI,80852,120,100,0,0.5
GCM fine,smooth,typeI,80853,120,100,1,0.5
GCM fine,smooth,typeI,80854,120,100,0,0.5
GCM fine,smooth,typeI,80855,120,100,0,0.5
GCM fine,smooth,typeI,80856,120,100,0,0.5
GCM fine,smooth,typeI,80857,120,100,0,0.5
GCM fine,smooth,typeI,80858,120,100,0,0.5
GCM fine,smooth,typeI,80859,120,100,0,0.5
GCM fine,smooth,typeI,80860,120,100,0,0.5
GCM fine,smooth,typeI,80861,120,100,1,0.5
GCM fine,smooth,typeI,80862,120,100,0,0.5
GCM fine,smooth,typeI,80863,120,100,0,0.5
GCM fine,smooth,typeI,80864,120,100,0,0.5
GCM fine,smooth,typeI,80865,120,100,0,0.5
GCM fine,smooth,typeI,80866,120,100,0,0.5
GCM fine,smooth,typeI,80867,120,100,0,0.5
GCM fine,smooth,typeI,80868,120,100,0,0.5
GCM fine,smooth,typeI,80869,120,100,0,0.5
GCM fine,smooth,typeI,80870,120,100,0,0.5
GCM fine,smooth,typeI,80871,120,100,0,0.5
GCM fine,smooth,typeI,80872,120,100,0,0.5
GCM fine,smooth,typeI,80873,120,100,1,0.5
GCM fine,smooth,typeI,80874,120,100,0,0.5
GCM fine,smooth,typeI,80875,120,100,0,0.5
GCM fine,smooth,typeI,80876,120,100,1,0.5
GCM fine,smooth,typeI,80877,120,100,0,0.5
GCM fine,smooth,typeI,80878,120,100,0,0.5
GCM fine,smooth,typeI,80879,120,100,0,0.5
GCM fine,smooth,typeI,80880,120,100,0,0.5
GCM fine,smooth,typeI,80881,120,100,0,0.5
GCM fine,smooth,typeI,80882,120,100,0,0.5
GCM fine,smooth,typeI,80883,120,100,0,0.5
GCM fine,smooth,typeI,80884,120,100,0,0.5
GCM fine,smooth,typeI,80885,120,100,0,0.5
GCM fine,smooth,typeI,80886,120,100,0,0.5
GCM fine,smooth,typeI,80887,120,100,0,0.5
GCM fine,smooth,typeI,80888,120,100,0,0.5
GCM fine,smooth,typeI,80889,120,100,0,0.5
GCM fine,smooth,typeI,80890,120,100,0,0.5
GCM fine,smooth,typeI,80891,120,100,0,0.5
GCM fine,smooth,typeI,80892,120,100,1,0.5
GCM fine,smooth,typeI,80893,120,100,0,0.5
GCM fine,smooth,typeI,80894,120,100,0,0.5
GCM fine,smooth,typeI,80895,120,100,0,0.5
GCM fine,smooth,typeI,80896,120,100,0,0.5
GCM fine,smooth,typeI,80897,120,100,1,0.5
GCM fine,smooth,typeI,80898,120,100,0,0.5
GCM fine,smooth,typeI,80899,120,100,0,0.5
GCM fine,smooth,typeI,80900,120,100,0,0.5
GCM fine,smooth,typeI,80901,120,100,0,0.5
GCM fine,smooth,typeI,80902,120,100,1,0.5
GCM fine,smooth,typeI,80903,120,100,0,0.5
GCM fine,smooth,typeI,80904,120,100,0,0.5
GCM fine,smooth,typeI,80905,120,100,1,0.5
GCM fine,smooth,typeI,80906,120,100,0,0.5
GCM fine,smooth,typeI,80907,120,100,0,0.5
GCM fine,smooth,typeI,80908,120,100,1,0.5
GCM fine,smooth,typeI,80909,120,100,0,0.5
GCM fine,smooth,typeI,80910,120,100,0,0.5
GCM fine,smooth,typeI,80911,120,100,0,0.5
GCM fine,smooth,typeI,80912,120,100,0,0.5
GCM fine,smooth,typeI,80913,120,100,1,0.5
GCM fine,smooth,typeI,80914,120,100,0,0.5
GCM fine,smooth,typeI,80915,120,100,0,0.5
GCM fine,smooth,typeI,80916,120,100,1,0.5
GCM fine,smooth,typeI,80917,120,100,1,0.5
GCM fine,smooth,typeI,80918,120,100,0,0.5
GCM fine,smooth,typeI,80919,120,100,0,0.5
GCM fine,smooth,typeI,80920,120,100,0,0.5
GCM fine,smooth,typeI,80921,120,100,0,0.5
GCM fine,smooth,typeI,80922,120,100,0,0.5
GCM fine,smooth,typeI,80923,120,100,0,0.5
GCM fine,smooth,typeI,80924,120,100,0,0.5
GCM fine,smooth,typeI,80925,120,100,1,0.5
GCM fine,smooth,typeI,80926,120,100,0,0.5
GCM fine,smooth,typeI,80927,120,100,0,0.5
GCM fine,smooth,typeI,80928,120,100,0,0.5
GCM fine,smooth,typeI,80929,120,100,0,0.5
GCM fine,smooth,typeI,80930,120,100,0,0.5
GCM fine,smooth,typeI,80931,120,100,0,0.5
GCM fine,smooth,typeI,80932,120,100,0,0.5
GCM fine,smooth,typeI,80933,120,100,0,0.5
GCM fine,smooth,typeI,80934,120,100,0,0.5
GCM fine,smooth,typeI,80935,120,100,0,0.5
GCM fine,smooth,typeI,80936,120,100,0,0.5
GCM fine,smooth,typeI,80937,120,100,1,0.5
GCM fine,smooth,typeI,80938,120,100,0,0.5
GCM fine,smooth,typeI,80939,120,100,0,0.5
GCM fine,smooth,typeI,80940,120,100,0,0.5
GCM fine,smooth,typeI,80941,120,100,0,0.5
GCM fine,smooth,typeI,80942,120,100,0,0.5
GCM fine,smooth,typeI,80943,120,100,0,0.5
GCM fine,smooth,typeI,80944,120,100,0,0.5
GCM fine,smooth,typeI,80945,120,100,1,0.5
GCM fine,smooth,typeI,80946,120,100,1,0.5
GCM fine,smooth,typeI,80947,120,100,0,0.5
GCM fine,smooth,typeI,80948,120,100,0,0.5
GCM fine,smooth,typeI,80949,120,100,0,0.5
GCM fine,smooth,typeI,80950,120,100,0,0.5
GCM fine,smooth,typeI,80951,120,100,0,0.5
GCM fine,smooth,typeI,80952,120,100,0,0.5
GCM fine,smooth,typeI,80953,120,100,0,0.5
GCM fine,smooth,typeI,80954,120,100,0,0.5
GCM fine,smooth,typeI,80955,120,100,0,0.5
GCM fine,smooth,typeI,80956,120,100,0,0.5
GCM fine,smooth,typeI,80957,120,100,0,0.5
GCM fine,smooth,power,85808,120,100,1,0.5
GCM fine,smooth,power,85809,120,100,1,0.5
GCM fine,smooth,power,85810,120,100,1,0.5
GCM fine,smooth,power,85811,120,100,1,0.5
GCM fine,smooth,power,85812,120,100,1,0.5
GCM fine,smooth,power,85813,120,100,1,0.5
GCM fine,smooth,power,85814,120,100,1,0.5
GCM fine,smooth,power,85815,120,100,1,0.5
GCM fine,smooth,power,85816,120,100,1,0.5
GCM fine,smooth,power,85817,120,100,1,0.5
GCM fine,smooth,power,85818,120,100,1,0.5
GCM fine,smooth,power,85819,120,100,1,0.5
GCM fine,smooth,power,85820,120,100,1,0.5
GCM fine,smooth,power,85821,120,100,1,0.5
GCM fine,smooth,power,85822,120,100,1,0.5
GCM fine,smooth,power,85823,120,100,1,0.5
GCM fine,smooth,power,85824,120,100,1,0.5
GCM fine,smooth,power,85825,120,100,1,0.5
GCM fine,smooth,power,85826,120,100,1,0.5
GCM fine,smooth,power,85827,120,100,1,0.5
GCM fine,smooth,power,85828,120,100,1,0.5
GCM fine,smooth,power,85829,120,100,1,0.5
GCM fine,smooth,power,85830,120,100,1,0.5
GCM fine,smooth,power,85831,120,100,1,0.5
GCM fine,smooth,power,85832,120,100,1,0.5
GCM fine,smooth,power,85833,120,100,1,0.5
GCM fine,smooth,power,85834,120,100,1,0.5
GCM fine,smooth,power,85835,120,100,1,0.5
GCM fine,smooth,power,85836,120,100,1,0.5
GCM fine,smooth,power,85837,120,100,1,0.5
GCM fine,smooth,power,85838,120,100,1,0.5
GCM fine,smooth,power,85839,120,100,1,0.5
GCM fine,smooth,power,85840,120,100,1,0.5
GCM fine,smooth,power,85841,120,100,1,0.5
GCM fine,smooth,power,85842,120,100,1,0.5
GCM fine,smooth,power,85843,120,100,1,0.5
GCM fine,smooth,power,85844,120,100,1,0.5
GCM fine,smooth,power,85845,120,100,1,0.5
GCM fine,smooth,power,85846,120,100,1,0.5
GCM fine,smooth,power,85847,120,100,1,0.5
GCM fine,smooth,power,85848,120,100,1,0.5
GCM fine,smooth,power,85849,120,100,1,0.5
GCM fine,smooth,power,85850,120,100,1,0.5
GCM fine,smooth,power,85851,120,100,1,0.5
GCM fine,smooth,power,85852,120,100,1,0.5
GCM fine,smooth,power,85853,120,100,1,0.5
GCM fine,smooth,power,85854,120,100,1,0.5
GCM fine,smooth,power,85855,120,100,1,0.5
GCM fine,smooth,power,85856,120,100,1,0.5
GCM fine,smooth,power,85857,120,100,1,0.5
GCM fine,smooth,power,85858,120,100,1,0.5
GCM fine,smooth,power,85859,120,100,1,0.5
GCM fine,smooth,power,85860,120,100,1,0.5
GCM fine,smooth,power,85861,120,100,1,0.5
GCM fine,smooth,power,85862,120,100,1,0.5
GCM fine,smooth,power,85863,120,100,1,0.5
GCM fine,smooth,power,85864,120,100,1,0.5
GCM fine,smooth,power,85865,120,100,1,0.5
GCM fine,smooth,power,85866,120,100,1,0.5
GCM fine,smooth,power,85867,120,100,1,0.5
GCM fine,smooth,power,85868,120,100,1,0.5
GCM fine,smooth,power,85869,120,100,1,0.5
GCM fine,smooth,power,85870,120,100,1,0.5
GCM fine,smooth,power,85871,120,100,1,0.5
GCM fine,smooth,power,85872,120,100,1,0.5
GCM fine,smooth,power,85873,120,100,1,0.5
GCM fine,smooth,power,85874,120,100,1,0.5
GCM fine,smooth,power,85875,120,100,1,0.5
GCM fine,smooth,power,85876,120,100,1,0.5
GCM fine,smooth,power,85877,120,100,1,0.5
GCM fine,smooth,power,85878,120,100,1,0.5
GCM fine,smooth,power,85879,120,100,1,0.5
GCM fine,smooth,power,85880,120,100,1,0.5
GCM fine,smooth,power,85881,120,100,1,0.5
GCM fine,smooth,power,85882,120,100,1,0.5
GCM fine,smooth,power,85883,120,100,1,0.5
GCM fine,smooth,power,85884,120,100,1,0.5
GCM fine,smooth,power,85885,120,100,1,0.5
GCM fine,smooth,power,85886,120,100,1,0.5
GCM fine,smooth,power,85887,120,100,1,0.5
GCM fine,smooth,power,85888,120,100,1,0.5
GCM fine,smooth,power,85889,120,100,1,0.5
GCM fine,smooth,power,85890,120,100,1,0.5
GCM fine,smooth,power,85891,120,100,1,0.5
GCM fine,smooth,power,85892,120,100,1,0.5
GCM fine,smooth,power,85893,120,100,1,0.5
GCM fine,smooth,power,85894,120,100,1,0.5
GCM fine,smooth,power,85895,120,100,1,0.5
GCM fine,smooth,power,85896,120,100,1,0.5
GCM fine,smooth,power,85897,120,100,1,0.5
GCM fine,smooth,power,85898,120,100,1,0.5
GCM fine,smooth,power,85899,120,100,1,0.5
GCM fine,smooth,power,85900,120,100,1,0.5
GCM fine,smooth,power,85901,120,100,1,0.5
GCM fine,smooth,power,85902,120,100,1,0.5
GCM fine,smooth,power,85903,120,100,1,0.5
GCM fine,smooth,power,85904,120,100,1,0.5
GCM fine,smooth,power,85905,120,100,1,0.5
GCM fine,smooth,power,85906,120,100,1,0.5
GCM fine,smooth,power,85907,120,100,1,0.5
GCM fine,smooth,power,85908,120,100,1,0.5
GCM fine,smooth,power,85909,120,100,1,0.5
GCM fine,smooth,power,85910,120,100,1,0.5
GCM fine,smooth,power,85911,120,100,1,0.5
GCM fine,smooth,power,85912,120,100,1,0.5
GCM fine,smooth,power,85913,120,100,1,0.5
GCM fine,smooth,power,85914,120,100,1,0.5
GCM fine,smooth,power,85915,120,100,1,0.5
